,0
0,6.346615674970643
1,7.214830897586617
2,6.976564098607831
3,5.769917650666922
4,3.1170401586766814
5,4.732644092185665
6,10.217682904250221
7,5.290321368325151
8,9.518214566809116
9,5.27681263980926
10,2.8716252615080164
11,9.21135467145568
12,26.694259998863835
13,7.64605213555876
14,6.949553026124333
15,6.620165450154749
16,7.904324828068828
17,21.717533627031695
18,1.7083921057326972
19,1.7799119335372569
20,7.433867425333631
21,6.62785849242233
22,8.768568285474451
23,6.623956086386251
24,6.314372600653401
25,6.287494644274091
26,6.818041792665374
27,7.7066690981562544
28,2.2744507037720565
29,4.607238968750163
30,10.077733364036582
31,6.8469713653452144
32,2.2194200231461876
33,3.4895699543953462
34,1.7212278819819962
35,9.261209580282028
36,7.887740322815204
37,2.1624044944693432
38,2.7775415562686923
39,4.296059988957464
40,7.371750354054861
41,6.310192207500435
42,1.5484909866945606
43,4.877889625952139
44,6.476221004098123
45,3.417224308218423
46,15.41065347215233
47,6.4876486174414
48,2.4939899009274624
49,10.385914975882738
50,5.267813252358834
51,9.936705937177367
52,11.240314197583702
53,10.037284654650566
54,5.393679419813433
55,8.688282707568614
56,6.267266221640894
57,5.694767158317468
58,84.79010343980555
59,10.385914975882738
60,6.193964682849107
61,3.4991371329045355
62,4.456895929709735
63,9.338817292638318
64,9.573110714814838
65,5.390894522322488
66,8.840311732114248
67,6.314218091470631
68,8.397268720889949
69,6.569926410614269
70,7.780194351901584
71,19.272564252624996
72,8.751386272215903
73,8.305371586520748
74,3.8372561660305755
75,7.390385927182649
76,7.194641357498006
77,1.2124808997477265
78,2.2194200231461876
79,6.877157802976615
80,6.4832461855206756
81,7.759376938023861
82,2.0112066019789103
83,9.059010004137418
84,8.073011406944723
85,4.298448614569567
86,15.410653472152328
87,7.1368050365532785
88,8.112527879437213
89,4.1377884745965074
90,7.354311894335269
91,7.3111551268317605
92,8.65799272164631
93,5.848502466679966
94,9.37205539221996
95,6.846697560470682
96,5.557417302513494
97,7.887740322815204
98,6.605055613942671
99,7.284253729235609
100,6.426266667174374
101,6.867330293427577
102,4.047162575624747
103,9.176309922198662
104,1.9684080355819018
105,4.298448614569567
106,6.890621638021755
107,7.930570639450452
108,16.878471755634763
109,6.584555381280439
110,6.415975473358086
111,9.967796713971325
112,7.43337856753207
113,9.240424242360604
114,7.085488046703763
115,6.310192207500434
116,7.190327222008019
117,7.62263571626348
118,6.723487774908737
119,9.176309922198662
120,8.41736479276583
121,6.786959381272584
122,4.229022640189683
123,9.107333989199235
124,8.688282707568614
125,1.878537212942408
126,7.744723487167872
127,7.415537172093736
128,8.137264006312327
129,1.6836595444203175
130,7.392339324513962
131,4.98798043851137
132,7.798459581040209
133,4.937993350249212
134,4.653906633024846
135,2.668109975619011
136,3.5073937747498944
137,9.424854416873359
138,48.38527647570814
139,1.6851034855158455
140,10.75932232518609
141,9.541412134122062
142,6.046729711670717
143,8.0744906449073
144,1.8380711703703028
145,10.979664863872063
146,153.1392079117012
147,7.64579222074088
148,8.967904774561525
149,5.54425440666732
150,7.167441835871115
151,7.43337856753207
152,2.7006667134007603
153,4.298448614569567
154,8.687091785136142
155,5.713510041918283
156,7.033684814491571
157,6.903632614245707
158,8.631747101552735
159,2.8981831801440525
160,1.5969762465175548
161,11.952187105728699
162,10.557662310913736
163,12.147987288183982
164,3.4963500672457486
165,9.154258212436513
166,1.81630366229823
167,6.929414270288827
168,8.137099650786382
169,8.053604068113009
170,7.742455914900623
171,8.095276319282942
172,8.022880534223638
173,7.351698681580094
174,7.879602688190706
175,7.257447319094813
176,7.861319341145595
177,11.571350447731401
178,2.3853557155872784
179,7.905702262360115
180,8.125085383100917
181,4.720030968027962
182,6.039018123852541
183,7.732168514379755
184,8.506894405963
185,8.571369184530282
186,7.525903860757861
187,5.2848516599458195
188,8.328090842431616
189,10.20941720566403
190,5.316729819676111
191,6.779683569006488
192,5.8809781195789474
193,1.809194791859352
194,6.973898286189221
195,31.464451660027184
196,4.138017484936816
197,8.690839963385502
198,7.924066890350208
199,6.853776921928059
200,6.310192207500435
201,2.140889695904485
202,8.322712403292197
203,6.057580212344268
204,1.9549596278855568
205,16.84338598059918
206,14.173155107286147
207,7.85957249028988
208,9.100389655504246
209,7.376700421889201
210,2.2102090767589573
211,7.861319341145594
212,6.234328167661762
213,7.715873375637276
214,1.8091947918593523
215,5.277444195062168
216,6.790356857884408
217,6.969558918276574
218,8.256466051307797
219,12.742987448865675
