,0,1
0,1.5339260991534729,0.26836435278150306
1,1.2875127861745386,1.1873985147182329
2,1.1242635028291783,0.8991013605091411
3,1.8565316105595804,0.5287930640451753
4,1.1657273557838983,0.7893428218829867
5,1.1164590186434349,1.1669683561331254
6,1.3650665977780838,1.1681358092431293
7,1.3258966582598037,1.0206998320031622
8,1.4422650382567352,0.9063444176201096
9,1.348326382973687,1.1417087221368616
10,1.2525830066481483,0.9049246289110171
11,1.3175190274252948,1.4178820587638818
12,1.1065140366053783,1.1374499711113233
13,1.3841774247924945,1.0859441112283368
14,1.1674772048701565,0.7949884101959305
15,1.7903088948114714,0.19182543089205123
16,1.2239284267534145,0.4575437765015937
17,1.221479876148012,1.3008452926504954
18,1.405557331177421,0.684255502695635
19,0.9547579050546485,1.4850143438487322
20,1.128549350914278,0.9677857473932747
21,1.3104696250082206,0.8039922283607274
22,1.2059998668969711,1.0769880944838839
23,1.450238280966725,1.1708465143361095
24,1.2190989852460332,1.3159945409516425
25,1.2000293471542933,0.5510207945402081
26,1.096702907477912,1.11342649743161
27,1.2390628041512295,1.2079809753846622
28,1.271483633117828,1.103331043062621
29,1.37975915464534,1.0199352307550489
30,0.9255126374156459,2.0159330251072065
31,1.0433910725360525,1.4550297880548138
32,1.281151705997921,1.5192530635561137
33,1.8160549522734015,0.255312427416935
34,1.3434992271260693,0.7296939278183044
35,1.4752882934531963,1.6408744763735883
36,1.3185027528531121,0.869522711079222
37,1.3821898017509797,1.6175901116463112
38,1.4352483161273795,0.6988041457914056
39,0.9154257019654626,0.9451207848583087
40,1.1852807151874565,1.206144091359611
41,1.2886950432180606,1.0118161128292456
42,1.2706995742133194,1.2129342906629983
43,1.2369333156572189,0.9834090129191856
44,1.3678508213505876,0.9852963832085018
45,1.487307514591676,0.9610596557845917
46,1.4294706029831672,0.717437703048262
47,1.1118789624537164,1.272260822771668
48,1.0061554543534785,0.8060817180450871
49,0.9917045273312598,1.4852043036443994
50,1.1857370740332611,0.857529626169171
51,1.4458398631655205,1.2607369131498323
52,1.1530951339700206,1.7752125628515614
53,1.3621838763117755,0.6535082136177663
54,1.2988289604615475,0.805899924439229
