,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.08383079043453669,0.16290377697122344,0.2737405309220978,0.04280252889865548,0.14502170150324337,0.12128244506141984,0.17010132741548406,0.17130552906535254,0.1141703783442273,0.060321345128685165,0.16768939415009923,0.004268654567103375,0.0931055302765579,0.16399750238454458,0.13170383553404397,0.0756819751890551,0.21853867679285244,0.1963772591653301,0.25362178053955303,0.24122967256044991,0.11329855411491718,0.07271167249872874,0.1468549904120917,0.06321090980395914,0.20917852496957756,0.04569704604028362,0.005116696204393,0.07196149004612787,0.14629873998917292,0.05032916201310777,0.4354969126124984,0.17417265626716377,0.12804774650679862,0.058059416221196807,0.2279924587023851,0.19568094070680625,0.16485857098852752,0.16153894099450086,0.16392049254660093,0.12276793573233995,0.019396864099641472,0.3449828564503826,0.09452101753201644,0.014109936964048234,0.18188968586275572,0.41679146501540687,0.15634014966224227,0.1223838262743679,0.10016871643973912,0.2682752036071262
1,0.21071815520352688,0.09873093709703593,0.19627848841629927,0.4718887517567533,0.013735308930620528,0.04037293064504007,0.16255912813888584,0.20695165342796562,0.04587220780554619,0.2795989345774833,0.34002532592373497,0.07017266719955072,0.006041640845959038,0.18136524301401336,0.2243655660807295,0.324358250404382,0.05227475297013753,0.05326906834150687,0.05606140649128015,0.20466347418923592,0.1343857055277651,0.23257324585461361,0.16938327422520214,0.3619884765294906,0.06596471037380133,0.012016532891940867,0.07950767952643344,0.6138437300092647,0.23171148883969253,0.03001346304225979,0.2168526614786751,0.042658737170791335,0.265263512720052,0.3145791191995611,0.03393874618635801,0.08584169194108221,0.16307464316358602,0.08275797812628423,0.0010364883336172325,0.032533090547995816,0.16881362334561745,0.19096147010366482,0.12053048535714264,0.0039010783018074207,0.2030301196391212,0.2002089833854096,0.23276813335184246,0.11925651010105001,0.06983259113863476,0.14175658169196112
2,0.006214299775241506,0.017393789680140135,0.012042503310019869,0.015713710489401466,0.038001954163742135,0.00041664852332981805,0.010497226857332502,0.34767245173564854,0.09416100357704128,0.008512280646549528,0.026432129526934304,0.0005180436173564194,0.08085719113118779,0.11831692217145223,0.39488139607949396,0.07937139761371734,0.3190235570216286,0.19473405965305457,0.35672707306113705,0.026508957167871737,0.00833510950405724,0.15549990913436532,0.21326028394114507,0.3728483856824912,0.019784383077368062,0.0193555426459879,0.15862632272362742,0.04593465717421847,0.6192097973460405,0.053474466333742254,0.019030994703396243,0.07946963704586207,0.060211175526393906,0.2793042838284396,0.0717913077910154,0.25407940153819725,0.06471885494753134,0.0477943852843587,0.34422485126637425,0.0053929396640111996,0.019571435211425563,0.020915666817601833,0.04428553102327187,0.03578673532958296,0.42309241971150213,0.011335313106970946,0.20788291355473043,0.24946427511086172,0.04584043950741806,0.02190404502454977
3,0.17526236446745405,0.2507306240353687,0.2698857441256242,0.17959888984488945,0.04969132668518111,0.18163364522602407,0.1305508987477122,0.029225576870585183,0.3341989569245975,0.023661333695396553,0.09892531228429075,0.02137756539898636,0.17647542947896114,0.44935296483529014,0.2888245838055734,0.1449083922682195,0.33960955318434544,0.011902038663485093,0.17804206826175883,0.08265394004351856,0.04671798567610153,0.3196854111801325,0.060158724020656786,0.16985551574394414,0.14372085319083563,0.2922545214190725,0.09781575780984887,0.2415718949513046,0.045929929572389484,0.15389962763338114,0.1651580304129303,0.19544817467932785,0.31370576575646497,0.08137000499988098,0.04666599347901813,0.048121101525237055,0.09720824519189859,0.1257521827971355,0.10053855550995688,0.02949899839414082,0.04629844808791524,0.037535915756081666,0.31827716023074376,0.7570327467954006,0.14531601389590393,0.26670764341398184,0.062028648221933456,0.2539125992334998,0.7248741034986264,0.4383916319288827
4,0.08143839025262423,0.00961649042464751,0.026756080038160282,0.08267284783997182,0.13332439801941157,0.06003367095927453,0.019990907901639432,0.21678568886641475,0.0899792952455279,0.00605924310754222,0.0008945101498835701,0.015401245300664121,0.24428542238626327,0.06093016353611759,0.04743931877405848,0.2137311487792468,0.10738415092223735,0.11547063818877219,0.06628897186051004,0.010554475534972962,0.09213307142166718,0.4029778166655585,0.14541059610096918,0.0456512736562268,0.06473520061438642,0.031720341228115796,0.19204748097381127,0.1360815979278898,0.04004998458656009,0.20203410467499142,0.6049477045050556,0.10392313042175111,0.05608515895027929,0.0402938530552051,0.2752227368285715,0.28359460962767274,0.22652299699006784,0.2435313105880175,0.05447912200158123,0.22646438510567657,0.49208345946345655,0.09146384670322248,0.5092956111173097,0.03150253906727864,0.014681216562745843,0.07290567668654765,0.021317671061062044,0.06739168653556754,0.03238546274679788,0.07707422938792285
5,0.12746737797077212,0.1513749285784966,0.13539019482030457,0.04361254049377835,0.2583321389469729,0.05269880140754051,0.07553971782402957,0.1356536402878785,0.172959448993947,0.13476372106387888,0.32934696125788643,0.03290837277177931,0.050369920789936136,0.15737883315196988,0.05046609341850673,0.11862011344541609,0.04019883227565782,0.04244503222235243,0.20399327629700661,0.013424143133611928,0.11149727407052276,0.1817697683235369,0.1825389872511937,0.09612748155134479,0.17033202300003455,0.27412880934638084,0.3041628824838085,0.049451007198892775,0.03036733786762192,0.00781776698108663,0.04742220274168379,0.22306746607801517,0.15291464608142907,0.23863016786656988,0.18335591111414137,0.06997817956463942,0.16262442839710747,0.20281981005560998,0.14430079889298747,0.20283425955222634,0.3692687081939546,0.23827476610164275,0.11946364120706021,0.15426008042482503,0.11807372394681555,0.048812793144217693,0.10210024698053612,0.16180128627081936,0.06460326729706067,0.019472846625183168
6,0.06768788123292918,0.10018033979472608,0.17619193951587236,0.12336190947088546,0.04513931731653473,0.24578445701971996,0.19419574070365211,0.09104190177176787,0.12343183100510247,0.2091120565514189,0.025443801362131556,0.005400607484622466,0.0640257113591266,0.08453742338397459,0.09519047663804432,0.2967609797752824,0.2784561151920898,0.00846599805732886,0.05490158211396651,0.3091665006334433,0.11844968329614174,0.044769261859353204,0.008565647370194943,0.13647409268974292,0.15403785752037688,0.13557060396450127,0.17658381923637095,0.1347126661210749,0.19065466683399734,0.06031743022547415,0.14206437554975324,0.20474245766729104,0.22820530269263484,0.24593970812029287,0.15306763024880063,0.2591530766450397,0.32294695159375564,0.22340876774532042,0.14742611675421127,0.05647669071055608,0.3157444396566726,0.32096938091969923,0.16513506586295107,0.17659564225590413,0.3599269603938017,0.21662907511204313,0.19218590670579275,0.3125176544757287,0.05495063189208496,0.14799319327755295
7,0.10113647904958877,0.023987872339953704,0.004412424474405571,0.09103794090015759,0.2511325481155994,0.025348720754042976,0.09813537143568929,0.020977474440632426,0.014822499558993738,0.07804333614401159,0.3863449451513917,0.008011350504588363,0.11454023431074116,0.3042332139354456,0.16697610620315712,0.3581346620620275,0.013627205802512638,0.04896622465832355,0.16235286034473842,0.07533104090025841,0.22328491653491522,0.3906720211188607,0.10615166454206743,0.027453886107611385,0.16588622228060285,0.42416130815240594,0.32226884366018516,0.04710925715042387,0.015536303162139782,0.2711895277472622,0.1350411684044344,0.1382194365629559,0.10618989304299827,0.04485839361931886,0.05983702879625543,0.14585032989946875,0.07583231724563022,0.19136853789195535,0.3726543345373007,0.17548260898157522,0.2268687573363369,0.14547984547391238,0.14950855242730263,0.23793902520598806,0.22043478958590862,0.20828289361606847,0.3074068482055855,0.18400902415402476,0.06909820360573206,0.11384690458739728
8,0.1860061648281575,0.046366271235537604,0.26231494396997523,0.1030378441923325,0.06431635789998906,0.06650168386319168,0.22485592376606514,0.0005593904509281619,0.44398955940541723,0.4031534301612011,0.032433382950760994,0.07184841483610409,0.21025110349574186,0.3390271214753918,0.27854305835725135,0.11494330643868321,0.5275097674938815,0.06085443263053032,0.24556915102412585,0.19083480345558088,0.3704065824427167,0.12540362093289226,0.16142145795276236,0.1748323296862647,0.06726115464113827,0.49768236660614246,0.18940526592355897,0.05642936149855462,0.003972814410996355,0.06475839954118233,0.10748134469801726,0.11494704213834057,0.0848357050236587,0.08814532574588002,0.21226296863277339,0.03683766456012912,0.13081685180873087,0.23545683186322602,0.06822347353474845,0.07223313227867052,0.04589750145683465,0.11818571748495953,0.03955487033733369,0.047111699428490736,0.22401299188195545,0.18938410699345073,0.22738911404963968,0.11636260334147193,0.28706705535942445,0.0373614313574445
9,0.02239543978265621,0.18346232919739291,0.1617933227263104,0.11972373952752076,0.1883221266831864,0.1869050898255488,0.12630608054993286,0.25833049318311085,0.07701162753204722,0.028341347623856303,0.2703410369880193,0.11225419589748718,0.1438804936872386,0.06423631068507207,0.041649971356967116,0.15749692357973138,0.31228819365788096,0.045041283068731244,0.12323812019599704,0.21626404244186648,0.05217802960317932,0.015813747260423908,0.09194367487768977,0.1829642036033472,0.19313847184808813,0.1521998089780522,0.18688522642639607,0.016858718685304433,0.23123820361628433,0.11651965597826772,0.32598250470990753,0.11275065238975376,0.070143828462312,0.12681748162280598,0.06002193368986992,0.006630734558788347,0.32762753775420506,0.009649199360259531,0.19539932695008488,0.26193913634201943,0.2828928912212134,0.2555178460950064,0.2558819291146874,0.054075404694193856,0.2757675766274866,0.194564949501532,0.14487006540824804,0.12926420119274673,0.2244383767022399,0.2952631505508798
