,0
0,8.88228865791644
1,9.382975754936906
2,8.81151324330774
3,8.685359623692896
4,4.051092917011783
5,11.335727083584914
6,3.8598391822429163
7,6.350555898194719
8,2.643691945036755
9,6.470914289623583
10,4.203325677239863
11,0.0
12,8.944498568728152
13,7.23106086102678
14,7.484646891230167
15,2.396075727448246
16,8.732571858874309
17,1.9171216934708792
18,17.683136303036314
19,7.384432574330114
20,8.253425743897537
21,2.12370870143402
22,9.409766080876354
23,6.072399057531075
24,8.2013336297234
25,5.6999454809121515
26,12.379325087482808
27,1.9984716585371682
28,3.9848050686576872
29,12.74085944910122
30,7.767751060930277
31,8.718466636253432
32,5.959502412835863
33,5.309477178137367
34,0.0
35,9.204205198488367
36,9.96783197295373
37,7.567589385638951
38,0.0
39,11.828969641312192
40,565.9610921974243
41,9.799251284476156
42,9.36644619289385
43,4.009712424092861
44,6.5141356472622105
45,3.2653008957919814
46,10.42786833004556
47,9.23871513512789
48,8.410769902250866
49,9.799251284476156
50,9.332068847579986
51,8.250243742064939
52,8.79778579749171
53,3.4961090983382483
54,11.572241649770417
55,9.770069329788482
56,8.814091526489946
57,0.0
58,10.873154263666137
59,8.36945654864512
60,8.885133989839504
61,7.549862273913646
62,16.726948079638003
63,7.712855669828562
64,7.649616124348473
65,7.35460200246115
66,7.433489173843282
67,11.548394052794974
68,6.623889756793889
69,0.0
70,9.119235982515319
71,5.792703920556107
72,15.951640776446006
73,0.0
74,8.071795110358945
75,8.167922968215652
76,6.892627887962586
77,8.53949129338183
78,0.0
79,10.39814943666877
80,8.243095210785212
81,6.538379291235282
82,2.0217171213773124
83,8.894543537622688
84,2.7176868556651166
85,7.3526150545357805
86,32.50977251608091
87,13.377772804548753
88,4.31394270405569
89,0.0
90,7.407496952892293
91,2.7771240842016467
92,10.43979524826564
93,2.0022649912230057
94,9.09829571293742
95,10.358809579019054
96,8.209280828544156
97,7.0164932169400025
98,6.64407342655779
99,5.306287106975331
100,7.077342062738245
101,1.7436930831249315
102,6.43441843786672
103,2.9152715108787435
104,6.663179003054476
105,13.554766898137908
106,4.9016387069659295
107,0.0
108,0.0
109,2.1031365393880805
110,10.784857460759374
111,0.0
112,8.745675582814233
113,2.7252946082811302
114,11.343657935057456
115,0.0
116,9.18180604913936
117,9.824872482880194
118,2.632740418380801
119,6.440477259486445
120,4.564585256294311
121,9.344676806130122
122,12.974782770659495
123,6.560402780310705
124,7.686351783843679
125,2.307826618191387
126,0.0
127,11.478454103173835
128,5.6976605620820155
129,10.266434091456036
130,10.122860717043306
131,9.668343781225182
132,4.8119664109536915
133,8.959303885307685
134,7.136749027924656
135,3.5815949613370797
136,3.550733212177849
137,8.342128543015424
138,6.757140501929684
139,8.025432716237903
140,7.749563460977085
141,7.108890814423752
142,10.011326563844522
143,2.5520376401488813
144,9.888059112229048
145,47.55651552453286
146,0.0
147,8.34248619538546
148,8.843451550338507
149,10.708522648722932
150,7.536655339999593
151,4.754078170677604
152,3.861593509996699
153,0.0
154,7.205867642248628
155,9.498342274001565
156,7.88400595281229
157,2.3268857038536837
158,6.725664501392901
159,7.570738823997018
160,8.856871219431474
161,6.043360576103972
162,4.0439838528973295
163,6.108184361993849
164,5.440420409729669
165,8.589106457688189
166,9.627354089874512
167,9.87755916722475
168,0.0
169,6.2565962980790175
170,0.0
171,2.3268857038536837
172,8.30617578483564
173,0.0
174,8.103695115656537
175,7.969610531703289
176,16.44678113318161
177,9.44561918414663
178,10.156092473153523
179,9.627354089874512
180,1.6101191196974722
181,10.868300136263066
182,8.103914760765017
183,9.641069680682119
184,5.9066339451684104
185,9.585609943594966
186,8.980736350741052
187,7.108107128460223
188,9.129179276040611
189,0.0
190,2.3747137602890818
191,5.614369233487754
192,14.445079507703138
193,8.50047384620287
194,2.1569711184877955
195,7.1961835728066825
196,13.571449771525808
197,8.63765848060389
198,0.0
199,230.5297279795006
200,1.9964814165831863
201,5.896231721071871
202,12.014257272896662
203,3.802820912232611
204,2.2494450183640513
205,13.586015354930034
206,8.555600379022202
207,5.696450190608183
208,6.215669804680679
209,7.67986747957785
210,6.370336731414356
211,4.495145930221893
212,8.791007159129155
213,9.742357445618403
214,0.0
215,9.09829571293742
216,11.375962113943105
217,8.421664201797602
218,2.3459211664852555
219,3.2038515140015265
220,8.229927752713456
221,2.399848848106039
222,1.8542333059459113
223,8.019973796914025
224,2.4389378346378665
225,9.1007695872354
226,1.7178210541456012
227,10.959136273320862
228,13.057466055372323
229,0.0
230,0.0
231,9.079343321446808
232,4.539014227042557
233,4.897793602377507
234,10.402264222575184
235,8.421664201797602
236,9.697920336295518
237,7.504296274366294
238,7.839804160135454
239,9.562020247227249
240,2.7398174712746965
241,0.0
242,1.7330966654300328
243,2.018132131309644
244,1.9945020089130194
245,4.1435235735026446
246,7.283663028823829
247,8.51137945318283
248,8.413497551076539
249,5.523582606891804
250,0.0
251,7.056432042747898
252,8.175737116810604
253,4.793832049802896
254,7.594436724795515
255,7.637172342139108
256,1.650208943342637
257,9.078908844541234
258,9.225563774570695
259,13.012058339647604
260,8.056452208676367
261,9.783050188034347
262,7.732653670282303
263,9.126301055945756
264,8.74027320577131
265,6.986818920097814
266,9.702465296512546
267,8.770616598402803
268,4.2774691564019225
269,10.241236008012551
270,10.11817352250446
271,4.619357299793734
272,8.124873895784187
273,9.641069680682119
274,7.85523949090847
275,2.7975146552757453
276,7.783068102527048
277,10.064328498106459
278,6.923473366169515
279,6.675085771148687
280,5.797430792783009
281,11.335727083584914
282,7.621340647079953
283,24.81026105370549
284,11.347536343691408
285,14.445079507703138
286,4.957774514438664
287,7.400905579263043
288,10.596648363394685
289,8.050596639416101
290,5.920915061751689
291,9.086656222877908
292,8.847082054061696
293,8.157089678358835
294,7.3526150545357805
295,0.0
296,10.708522648722932
297,1.7770265443223727
298,9.195448061039071
299,9.224719670959866
300,8.505663763765835
301,7.108107128460223
302,12.98079943744331
303,5.787221420928266
304,3.581834870971506
305,5.208764845919413
306,2.1417041614982795
307,7.278636503852829
308,13.859460084304427
309,7.714533077092022
310,9.09829571293742
311,13.626476028883681
312,9.815063295867773
313,13.6433152066454
314,10.868300136263066
315,6.457468068682762
316,10.62293071717318
317,0.0
318,8.031603154412553
319,2.0168512142252784
320,1.7074018786129606
321,1.5308155403798411
322,7.189124296328391
323,0.0
324,8.135737982791232
325,8.332939129682254
326,0.0
327,7.478283820954455
328,10.789622264008745
329,9.122698284566354
330,9.590203976785894
331,7.701814380710905
332,2.1815815090119655
333,8.037275922028833
334,8.29153561482468
335,8.247639922911652
336,7.65807743606219
337,7.108107128460223
338,8.318519462708418
339,2.4488965006454806
340,10.873154263666137
341,10.033368998027843
342,9.869280481404434
343,13.398131984128065
344,8.589106457688189
345,5.687663446658896
346,1.8906661397351106
347,8.928278289807768
348,3.2172087012349944
349,6.0957483858886645
350,10.39814943666877
351,8.883017069124342
352,7.788598629841183
353,8.318519462708418
354,10.256955734446477
355,4.736697050318285
356,8.74027320577131
357,14.576360938425385
358,6.9747732479713065
359,0.0
360,12.368748180924634
361,13.716546758433381
362,10.954145297685223
363,9.24993762161065
364,11.965883138955514
365,9.447734081543514
366,4.941371080122466
367,9.217765851642419
368,4.911071771896512
369,10.515684468036063
370,2.6011136149498433
371,8.354851114121635
372,4.3473197697808095
373,5.742671665113186
374,9.225563774570695
375,8.835771536984836
376,0.0
377,3.973001476643032
378,9.345426083945277
379,8.543229117242172
380,4.911071771896512
381,5.997181204501825
382,8.885133989839504
383,9.946143357496105
384,8.668576993247157
385,68.85991201135148
386,0.0
387,0.0
388,8.885133989839504
389,0.0
390,12.74085944910122
391,2.2577117668809272
392,7.016232232688648
393,6.312949257512629
394,3.937755833871641
395,2.0717615716638407
396,7.108107128460223
397,0.0
398,10.231356591956342
399,6.775635549591831
400,0.0
401,9.358851784558297
402,8.543229117242172
403,0.0
404,0.0
405,8.599500788389044
406,9.358947169293916
407,9.129179276040611
408,8.605415736895225
409,2.6344513587201415
410,1.488476134596034
411,10.651360215335577
412,7.532065270483796
413,9.476516219973497
414,33.53848824034022
415,5.197529842617064
416,1253.3597164707558
417,0.0
418,11.556063486472656
419,5.268903373365129
420,7.44854559867582
421,13.793173145852524
422,9.561178320828818
423,7.238612823116408
424,3.087940564907659
425,9.697920336295518
426,0.0
427,2.9654836025375264
428,8.718466636253432
429,9.053105230716389
430,7.424889098135152
431,6.877881248876654
432,2.0066734766008567
433,9.698819310827655
434,0.0
435,8.187396106417522
436,3.215668101916896
437,5.557608588907237
438,2.089353080382941
439,2.7398174712746965
440,2.7975146552757453
441,8.949422644205878
442,2.1158196543273187
443,6.372486382921454
444,4.946387696056785
445,0.0
446,11.556063486472656
447,0.0
448,8.834636441649657
449,8.220675635802325
450,7.978009233488
451,0.0
452,7.216825330698295
453,10.39814943666877
454,0.0
455,7.861148194909217
456,5.33108026708094
457,3.919700282566236
458,6.434569909911476
459,10.317183412983061
460,10.427660787951831
